Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF
1647,20,RL,85,11050,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,1975,1975,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,636,Unf,540,1176,GasA,Fa,Y,SBrkr,1193,0,1193,1829,0,2,2,3,1,TA,6,5,Typ,1,TA,Attchd,1975,Unf,2,TA,TA,Y,40,0,0,0,No Pool,No Fence,None,0,8,2009,WD,Normal,34,34,2875,2369
1648,20,RL,0,7830,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,1180,1180,GasA,TA,Y,SBrkr,1180,0,1180,1180,0,1.5,1.5,2,1,TA,5,6,Typ,0,No Fireplace,Attchd,1970,RFn,2,TA,TA,Y,0,45,45,0,No Pool,No Fence,None,0,3,2009,COD,Normal,39,39,2837,2360
1649,20,RL,0,8510,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1971,1971,Gable,CompShg,Plywood,Plywood,BrkFace,178,TA,TA,CBlock,Gd,TA,No,ALQ,500,Unf,543,1043,GasA,Ex,Y,SBrkr,1050,0,1050,1550,1,1.5,2.5,3,1,TA,7,6,Typ,0,No Fireplace,Attchd,1971,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,38,38,2607,2093
1650,20,RL,60,7038,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,4,1970,1970,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,726,Unf,138,864,GasA,TA,Y,SBrkr,864,0,864,1590,1,1,2,3,1,TA,6,5,Typ,0,No Fireplace,Detchd,2001,Unf,2,TA,TA,Y,210,0,0,0,No Pool,GdPrv,None,0,9,2009,WD,Abnorml,39,39,2304,1728
1651,20,RL,60,9000,Pave,No Alley Access,Reg,Lvl,AllPub,FR2,Gtl,Names,Norm,Norm,1Fam,1Story,4,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,240,Unf,624,864,GasA,Gd,Y,SBrkr,864,0,864,1104,0,1,1,3,1,TA,5,5,Typ,0,No Fireplace,Detchd,1986,Unf,2,TA,TA,Y,200,0,0,0,No Pool,GdWo,None,0,7,2009,WD,Normal,38,3,2304,1728
1652,160,RM,21,1680,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsI,2Story,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504,TA,TA,CBlock,TA,TA,No,BLQ,254,Unf,229,483,GasA,TA,Y,SBrkr,483,504,987,1241,1,1.5,2.5,2,1,TA,6,5,Typ,0,No Fireplace,Detchd,1973,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,36,36,2238,1470
1653,160,RM,21,1680,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsI,2Story,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425,TA,TA,CBlock,TA,TA,No,Rec,110,LwQ,79,483,GasA,TA,Y,SBrkr,483,504,987,1391,1,1.5,2.5,2,1,TA,6,5,Typ,0,No Fireplace,Detchd,1972,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,37,37,2183,1470
1654,160,RL,24,2308,Pave,No Alley Access,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,1976,1976,Gable,CompShg,Plywood,BrkComm,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,306,Unf,498,804,GasA,TA,Y,SBrkr,804,744,1548,1854,0,2.5,2.5,3,1,TA,7,7,Typ,1,TA,Detchd,1976,RFn,2,TA,TA,Y,108,0,0,0,No Pool,No Fence,None,0,9,2009,WD,Normal,33,33,2792,2352
1655,120,RL,24,2280,Pave,No Alley Access,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsI,1Story,7,1975,1975,Gable,CompShg,Plywood,BrkComm,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,435,LwQ,0,1057,GasA,TA,Y,SBrkr,1055,0,1055,2112,0,2,2.5,2,1,TA,6,4,Typ,1,Fa,Attchd,1975,RFn,2,TA,TA,Y,0,27,27,0,No Pool,No Fence,None,0,8,2009,WD,Normal,34,34,2552,2112
1656,160,RL,24,2349,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsI,2Story,6,1977,1977,Gable,CompShg,Plywood,BrkComm,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,389,Unf,466,855,GasA,TA,Y,SBrkr,855,601,1456,1845,0,2.5,2.5,3,1,TA,7,6,Typ,1,TA,Attchd,1977,Unf,2,TA,TA,Y,0,28,28,0,No Pool,No Fence,None,0,5,2009,WD,Normal,32,32,2751,2311
1657,160,RL,24,2364,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,1978,1978,Gable,CompShg,Plywood,BrkComm,None,0,TA,TA,CBlock,Gd,TA,No,ALQ,320,Unf,484,804,GasA,TA,Y,SBrkr,804,744,1548,1868,0,2.5,3,3,1,TA,8,7,Typ,1,TA,Detchd,1978,Unf,2,TA,TA,Y,108,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,31,31,2792,2352
1658,160,RL,24,2364,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,1978,1978,Gable,CompShg,Plywood,BrkComm,None,0,Gd,TA,CBlock,Gd,TA,No,ALQ,279,Unf,576,855,GasA,TA,Y,SBrkr,855,601,1456,1735,0,2.5,2.5,3,1,TA,7,6,Typ,1,TA,Attchd,1978,Fin,2,TA,TA,Y,147,0,0,0,No Pool,No Fence,None,0,4,2009,WD,Normal,31,31,2751,2311
1659,120,RL,24,2104,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,1976,1976,Gable,CompShg,Plywood,BrkComm,None,0,TA,TA,CBlock,TA,TA,No,ALQ,536,Unf,300,836,GasA,TA,Y,SBrkr,836,0,836,1372,0,1,1.5,2,1,TA,5,5,Typ,0,No Fireplace,Attchd,1976,Unf,1,TA,TA,Y,150,20,20,0,No Pool,No Fence,None,0,10,2009,WD,Normal,33,33,2017,1672
1660,20,RL,0,10710,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1966,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,165,Gd,TA,PConc,TA,TA,No,BLQ,644,Unf,220,864,GasA,Ex,Y,SBrkr,1120,0,1120,1764,0,1,1.5,3,1,TA,6,5,Typ,1,TA,Attchd,1966,RFn,2,TA,TA,Y,0,162,162,0,No Pool,No Fence,Shed,1200,7,2009,WD,Normal,43,5,2805,1984
1661,60,RL,110,14257,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,726,Ex,TA,PConc,Ex,TA,No,GLQ,1360,Unf,416,1776,GasA,Ex,Y,SBrkr,1794,978,2772,4132,1,3.5,4.5,4,1,Ex,10,10,Typ,3,Gd,BuiltIn,2007,Fin,3,TA,TA,Y,135,64,64,0,No Pool,No Fence,None,0,6,2009,WD,Normal,2,2,6028,4548
1662,60,RL,95,12350,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,TA,No,GLQ,986,Unf,379,1365,GasA,Ex,Y,SBrkr,1365,1325,2690,3676,1,2.5,3.5,3,1,Ex,8,8,Typ,1,Gd,Attchd,2009,RFn,3,TA,TA,Y,0,197,197,0,No Pool,No Fence,None,0,7,2009,New,Partial,0,0,4919,4055
1663,20,RL,95,12350,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450,Ex,TA,PConc,Ex,TA,Av,GLQ,1232,Unf,788,2020,GasA,Ex,Y,SBrkr,2020,0,2020,3252,1,2,3,3,1,Ex,7,7,Typ,1,Gd,Attchd,2008,RFn,3,TA,TA,Y,192,98,98,0,No Pool,No Fence,None,0,5,2009,WD,Normal,1,1,5386,4040
1664,20,RL,105,13693,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,10,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472,Ex,TA,PConc,Ex,TA,Gd,GLQ,2288,Unf,342,2630,GasA,Ex,Y,SBrkr,2674,0,2674,4962,2,2.5,4.5,2,1,Ex,8,8,Typ,2,Gd,Attchd,2007,Fin,3,TA,TA,Y,360,50,50,0,No Pool,No Fence,None,0,3,2009,WD,Normal,2,2,6538,5304
1665,20,RL,95,11578,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,1736,1736,GasA,Ex,Y,SBrkr,1736,0,1736,1736,0,2,2,3,1,Ex,6,7,Typ,1,Gd,Attchd,2008,RFn,3,TA,TA,Y,319,90,90,0,No Pool,No Fence,None,0,7,2009,WD,Normal,1,1,4608,3472
1666,20,RL,129,16870,Pave,No Alley Access,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531,Unf,251,1782,GasA,Ex,Y,SBrkr,1782,0,1782,3313,1,2,3,3,1,Gd,7,7,Typ,2,Gd,Attchd,2004,Fin,3,TA,TA,Y,99,82,82,0,No Pool,No Fence,None,0,4,2009,WD,Normal,5,4,4734,3564
1667,60,RL,59,23303,Pave,No Alley Access,IR3,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,20,Gd,TA,PConc,Ex,TA,Av,GLQ,1230,Unf,278,1508,GasA,Ex,Y,SBrkr,1508,1012,2520,3750,1,2.5,3.5,5,1,Ex,10,10,Typ,1,Gd,BuiltIn,2007,Fin,3,TA,TA,Y,192,273,273,0,No Pool,No Fence,None,0,6,2009,WD,Family,2,2,4688,4028
1668,20,RL,87,10367,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,284,Ex,TA,PConc,Ex,TA,Mn,GLQ,1015,Unf,724,1739,GasA,Ex,Y,SBrkr,1743,0,1743,2758,1,2,3,3,1,Ex,7,8,Typ,1,Gd,Attchd,2008,RFn,3,TA,TA,Y,168,45,45,0,No Pool,No Fence,None,0,6,2009,ConLI,Normal,1,1,4693,3482
1669,20,RL,77,10872,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122,Gd,TA,PConc,Ex,Gd,Av,GLQ,1037,Unf,467,1504,GasA,Ex,Y,SBrkr,1531,0,1531,2568,1,2,3,2,1,Ex,6,6,Typ,1,Gd,Attchd,2006,Fin,3,TA,TA,Y,184,52,52,0,No Pool,No Fence,None,0,2,2009,WD,Normal,3,3,3857,3035
1670,20,RL,102,13514,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,285,Ex,TA,PConc,Ex,TA,No,GLQ,1142,Unf,632,1774,GasA,Ex,Y,SBrkr,1808,0,1808,2950,1,2,3,3,1,Ex,7,7,Typ,1,Gd,Attchd,2008,Fin,3,TA,TA,Y,200,26,26,0,No Pool,No Fence,None,0,3,2009,WD,Normal,1,1,4717,3582
1671,20,RL,90,12878,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,418,Gd,TA,PConc,Gd,TA,No,ALQ,1262,Unf,498,1760,GasA,Ex,Y,SBrkr,1760,0,1760,3022,1,2,3,3,1,Gd,7,8,Typ,1,Gd,Attchd,2003,Fin,2,TA,TA,Y,165,190,190,0,No Pool,No Fence,None,0,6,2009,WD,Normal,6,5,4521,3520
1672,20,RL,110,15274,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,724,Gd,TA,PConc,Ex,TA,No,GLQ,1972,Unf,480,2452,GasA,Ex,Y,SBrkr,2452,0,2452,4424,2,2,4,3,1,Ex,8,10,Typ,1,Gd,Attchd,2003,Fin,3,TA,TA,Y,0,116,116,0,No Pool,MnPrv,None,0,7,2009,WD,Normal,6,6,6514,4904
1673,60,RL,96,13262,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1082,1082,GasA,Ex,Y,SBrkr,1105,1295,2400,2400,0,3.5,3.5,4,1,Gd,9,10,Typ,1,Gd,BuiltIn,2003,Fin,3,TA,TA,Y,114,40,40,0,No Pool,No Fence,None,0,6,2009,WD,Normal,6,5,4398,3482
1674,20,RL,70,9658,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1598,1598,GasA,Gd,Y,SBrkr,1606,0,1606,1606,0,2,2,3,1,Gd,6,6,Typ,1,Gd,Attchd,2006,RFn,3,TA,TA,Y,230,60,60,0,No Pool,No Fence,None,0,7,2009,WD,Normal,3,3,4458,3204
1675,120,RL,47,6904,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240,Gd,TA,PConc,Gd,TA,Av,ALQ,836,Unf,522,1358,GasA,Ex,Y,SBrkr,1358,0,1358,2194,0,2,2,2,1,Gd,5,6,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,192,36,36,0,No Pool,No Fence,None,0,8,2009,WD,Normal,4,4,3440,2716
1676,120,RL,34,5122,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsI,1Story,6,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135,Gd,TA,PConc,Gd,TA,Av,GLQ,881,Unf,425,1306,GasA,Ex,Y,SBrkr,1306,0,1306,2187,1,2,3,1,1,Gd,5,5,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,170,63,63,0,No Pool,No Fence,None,0,3,2009,WD,Normal,4,4,3371,2612
1677,120,RL,80,10307,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176,Gd,TA,PConc,Gd,TA,No,GLQ,876,Unf,474,1350,GasA,Ex,Y,SBrkr,1358,0,1358,2234,1,2,3,2,1,Gd,6,6,Typ,1,Gd,Attchd,2008,RFn,2,TA,TA,Y,192,26,26,0,No Pool,No Fence,None,0,5,2009,WD,Normal,2,1,3368,2708
1678,20,RL,100,14836,Pave,No Alley Access,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,2004,2005,Hip,CompShg,CemntBd,CemntBd,Stone,730,Ex,TA,PConc,Ex,TA,Gd,GLQ,2146,Unf,346,2492,GasA,Ex,Y,SBrkr,2492,0,2492,4638,1,2.5,3.5,2,1,Ex,7,8,Typ,1,Ex,Attchd,2004,Fin,3,TA,TA,Y,226,235,235,0,No Pool,No Fence,None,0,2,2009,WD,Abnorml,5,4,6663,4984
1679,20,RL,117,15262,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,470,Gd,TA,PConc,Ex,TA,Gd,GLQ,1557,Unf,643,2200,GasA,Ex,Y,SBrkr,2200,0,2200,3757,1,2.5,3.5,3,1,Ex,8,8,Typ,1,Gd,Attchd,2003,Fin,3,TA,TA,Y,208,55,55,0,No Pool,No Fence,None,0,7,2009,WD,Normal,6,5,5555,4400
1680,120,RL,44,7390,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,2008,2009,Hip,CompShg,MetalSd,MetalSd,BrkFace,308,Ex,TA,PConc,Ex,TA,No,GLQ,800,Unf,1084,1884,GasA,Ex,Y,SBrkr,1884,0,1884,2684,1,2,3,2,1,Ex,6,6,Typ,1,Gd,Attchd,2008,Fin,2,TA,TA,Y,231,90,90,0,No Pool,No Fence,None,0,5,2009,New,Partial,1,0,4725,3768
1681,120,RL,48,6472,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,BrkFace,500,Ex,TA,PConc,Ex,TA,No,Unf,0,Unf,1451,1451,GasA,Ex,Y,SBrkr,1456,0,1456,1456,0,2,2,2,1,Ex,5,6,Typ,1,Gd,Attchd,2008,RFn,2,TA,TA,Y,192,42,42,0,No Pool,No Fence,None,0,4,2009,WD,Normal,1,1,3946,2907
1682,20,RL,129,16770,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,270,Gd,TA,PConc,Ex,TA,Gd,GLQ,1196,Unf,516,1712,GasA,Ex,Y,SBrkr,1712,0,1712,2908,1,2,3,3,1,Gd,7,8,Typ,1,Gd,Attchd,2002,RFn,3,TA,TA,Y,218,183,183,0,No Pool,No Fence,None,0,9,2009,WD,Normal,7,6,4395,3424
1683,120,RL,48,3480,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,Stone,163,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1405,1405,GasA,Ex,Y,SBrkr,1405,0,1405,1405,0,2,2,2,1,Gd,5,6,Typ,1,TA,Attchd,2003,RFn,2,TA,TA,Y,148,36,36,0,No Pool,No Fence,None,0,11,2009,WD,Normal,6,6,3451,2810
1684,60,RL,63,10928,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,Gd,No,Unf,0,Unf,728,728,GasA,Ex,Y,SBrkr,728,728,1456,1456,0,2.5,2.5,3,1,Gd,7,8,Typ,1,Gd,Attchd,2005,Fin,2,TA,TA,Y,100,0,0,0,No Pool,No Fence,None,0,6,2009,WD,Normal,4,4,2574,2184
1685,60,RL,57,8918,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,745,745,GasA,Ex,Y,SBrkr,745,745,1490,1490,0,2.5,2.5,3,1,Gd,7,7,Typ,1,Gd,Attchd,2005,Fin,2,TA,TA,Y,36,20,20,0,No Pool,No Fence,None,0,7,2009,WD,Normal,4,3,2627,2235
1686,120,RL,43,3182,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16,Gd,TA,PConc,Gd,TA,Av,GLQ,16,Unf,1204,1220,GasA,Ex,Y,SBrkr,1220,0,1220,1236,0,2,2,2,1,Gd,5,5,Typ,1,Gd,Attchd,2005,Fin,2,TA,TA,Y,100,16,16,0,No Pool,No Fence,None,0,8,2009,WD,Normal,4,3,2853,2440
1687,80,RL,59,9434,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,2004,2005,Gable,CompShg,WdShing,Wd Sdng,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,384,384,GasA,Ex,Y,SBrkr,744,630,1374,1374,0,2.5,2.5,3,1,Gd,7,6,Typ,1,Gd,BuiltIn,2004,Fin,2,TA,TA,Y,100,0,0,0,No Pool,No Fence,None,0,8,2009,WD,Normal,5,4,2158,1758
1688,60,RL,62,7984,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,200,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,868,868,GasA,Ex,Y,SBrkr,868,762,1630,1630,0,2.5,2.5,3,1,Gd,7,7,Typ,1,Gd,BuiltIn,2004,Fin,2,TA,TA,Y,120,48,48,0,No Pool,No Fence,None,0,9,2009,WD,Normal,5,4,3134,2498
1689,60,RL,61,10125,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,Unf,0,Unf,846,846,GasA,Ex,Y,SBrkr,846,748,1594,1594,0,2.5,2.5,3,1,Gd,7,7,Typ,1,Gd,Attchd,2004,Fin,2,TA,TA,Y,300,48,48,0,No Pool,MnPrv,None,0,7,2009,WD,Normal,5,5,2874,2440
1690,60,RL,0,8965,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,652,Unf,130,782,GasA,Ex,Y,SBrkr,806,683,1489,2141,1,2.5,3.5,3,1,Gd,8,8,Typ,1,Gd,Attchd,2003,Fin,2,TA,TA,Y,0,75,75,0,No Pool,No Fence,None,0,6,2009,WD,Normal,6,6,2671,2271
1691,60,RL,0,8174,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,494,Unf,204,698,GasA,Ex,Y,SBrkr,698,644,1342,1836,1,2.5,3.5,3,1,Gd,8,7,Typ,1,TA,Attchd,2003,Fin,2,TA,TA,Y,100,56,56,0,No Pool,No Fence,None,0,5,2009,WD,Normal,6,6,2433,2040
1692,60,RL,0,12891,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,0,Gd,TA,PConc,Ex,TA,No,GLQ,651,Unf,219,870,GasA,Ex,Y,SBrkr,878,1126,2004,2655,1,2.5,3.5,4,1,Gd,9,8,Typ,1,Gd,BuiltIn,2002,Fin,3,TA,TA,Y,0,48,48,0,No Pool,No Fence,None,0,7,2009,WD,Normal,7,7,3518,2874
1693,80,RL,61,9734,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,SLvl,7,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,Mn,GLQ,241,Rec,30,384,GasA,Ex,Y,SBrkr,744,630,1374,1728,0,2.5,2.5,3,1,Gd,7,7,Typ,0,No Fireplace,BuiltIn,2004,Fin,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,5,2009,WD,Normal,5,5,2158,1758
1694,60,RL,42,8433,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,GLQ,683,Unf,111,794,GasA,Ex,Y,SBrkr,819,695,1514,2197,1,2.5,3.5,3,1,TA,8,7,Typ,1,TA,Attchd,2000,Fin,2,TA,TA,Y,0,72,72,0,No Pool,No Fence,None,0,6,2009,WD,Normal,9,9,2702,2308
1695,80,RL,62,7750,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,No,Unf,0,Unf,384,384,GasA,Ex,Y,SBrkr,774,656,1430,1430,0,2.5,2.5,3,1,TA,7,7,Typ,1,TA,BuiltIn,1999,RFn,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,3,2009,WD,Normal,10,9,2214,1814
1696,60,RL,0,15896,Pave,No Alley Access,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210,Gd,TA,PConc,Gd,TA,No,ALQ,913,Unf,264,1177,GasA,Ex,Y,SBrkr,1223,1089,2312,3225,1,2.5,3.5,4,1,Gd,9,8,Typ,1,TA,BuiltIn,1999,Fin,3,TA,TA,Y,298,0,0,0,No Pool,No Fence,None,0,5,2009,WD,Normal,10,10,4357,3489
