Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,GoodFloorAreaSFabovegrade,TotalFinishedAreaSF,BsmtFullBath,TotalBathroomsAboveGrade,TotalBathrooms,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotalRooms_bathroomas1,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,TotalPorchArea,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,agebyyrbuilt,agebyyrremodel,OA2,TotalGrBsmtSF,SalePrice
486,20,RL,80,9600,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1950,2007,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,CBlock,TA,TA,No,ALQ,607,Unf,506,1113,GasA,Gd,Y,SBrkr,1113,0,1113,1720,0,1,1,3,1,Gd,5,5,Typ,1,Gd,Attchd,1950,Unf,1,TA,TA,Y,0,80,200,0,No Pool,No Fence,None,0,7,2009,WD,Normal,59,2,2490,2226,147000
487,20,RL,79,10289,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,MetalSd,MetalSd,BrkFace,168,TA,TA,CBlock,TA,TA,No,ALQ,836,Unf,237,1073,GasA,TA,Y,SBrkr,1073,0,1073,1909,1,1.5,2.5,3,1,TA,7,6,Typ,0,No Fireplace,Attchd,1965,RFn,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,6,2007,WD,Normal,42,42,2829,2146,156000
488,20,RL,70,12243,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,1971,1971,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,Gd,TA,Av,ALQ,998,Unf,486,1484,GasA,Gd,Y,SBrkr,1484,0,1484,2482,0,2,2,3,1,TA,6,7,Typ,1,TA,Attchd,1971,Unf,2,TA,TA,Y,224,0,180,0,No Pool,No Fence,None,0,2,2007,WD,Normal,36,36,3455,2968,175000
489,190,RL,60,10800,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2FmCon,1.5Fin,5,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Fa,CBlock,TA,Fa,No,BLQ,664,Unf,290,954,GasA,TA,N,FuseA,1766,648,2414,3078,0,2,2,3,2,TA,7,10,Mod,1,Gd,Attchd,1970,Unf,2,TA,Fa,N,142,0,0,0,No Pool,No Fence,None,0,5,2006,ConLD,Normal,106,36,3888,3368,160000
490,180,RM,21,1526,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsI,SFoyer,4,1970,2002,Gable,CompShg,CemntBd,CemntBd,None,0,TA,Gd,CBlock,Gd,TA,Av,GLQ,515,Unf,115,630,GasA,TA,Y,SBrkr,630,0,630,1145,1,1,2,1,1,Gd,4,3,Typ,0,No Fireplace,Attchd,1970,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,5,2009,WD,Normal,39,7,1546,1260,86000
491,160,RM,0,2665,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,1976,1976,Gable,CompShg,CemntBd,CemntBd,None,0,TA,TA,PConc,Gd,TA,Mn,Unf,0,Unf,264,264,GasA,TA,Y,SBrkr,616,688,1304,1304,0,1.5,1.5,3,1,TA,6,4,Typ,1,Gd,BuiltIn,1976,Fin,1,TA,TA,Y,141,24,24,0,No Pool,No Fence,None,0,6,2008,WD,Normal,32,32,1904,1568,115000
492,50,RL,79,9490,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Artery,Norm,1Fam,1.5Fin,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,403,Rec,238,806,GasA,TA,Y,FuseA,958,620,1578,2146,1,1,2,3,1,Fa,6,5,Typ,2,TA,Attchd,1941,Unf,1,TA,TA,Y,0,0,32,0,No Pool,MnPrv,None,0,8,2006,WD,Normal,65,56,2624,2384,133000
493,60,RL,105,15578,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,728,728,GasA,Gd,Y,SBrkr,728,728,1456,1456,0,2.5,2.5,3,1,TA,7,8,Typ,0,No Fireplace,Attchd,2006,RFn,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,5,2006,New,Partial,0,0,2613,2184,172785
494,20,RL,70,7931,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,BLQ,374,LwQ,363,1269,GasA,TA,Y,FuseA,1269,0,1269,2175,0,1.5,1.5,3,1,TA,6,6,Typ,1,Fa,Detchd,1964,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,6,2008,WD,Normal,48,48,2846,2538,155000
495,30,RM,50,5784,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,1938,1996,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,Fa,TA,No,Unf,0,Unf,190,190,GasA,Gd,Y,FuseA,886,0,886,886,0,1,1,2,1,TA,4,4,Typ,0,No Fireplace,Attchd,1938,Unf,1,TA,TA,Y,144,20,100,0,No Pool,No Fence,None,0,12,2009,WD,Normal,71,13,1349,1076,91300
496,30,C,60,7879,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,Rec,495,Unf,225,720,GasA,TA,N,FuseA,720,0,720,1215,0,1,1,2,1,TA,4,4,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,N,0,523,638,0,No Pool,GdWo,None,0,11,2009,WD,Abnorml,89,59,1440,1440,34900
497,20,RL,0,12692,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,1992,1993,Hip,CompShg,BrkFace,BrkFace,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,1231,Unf,1969,3200,GasA,Ex,Y,SBrkr,3228,0,3228,4459,1,3,4,4,1,Gd,9,10,Typ,1,Gd,Attchd,1992,RFn,2,TA,TA,Y,264,75,366,0,No Pool,No Fence,None,0,5,2007,WD,Normal,15,14,6974,6428,430000
498,50,RL,60,9120,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,1925,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,Gd,PConc,TA,TA,No,Rec,329,Unf,697,1026,GasA,Ex,Y,SBrkr,1133,687,1820,2149,1,2,3,4,1,TA,8,8,Typ,0,No Fireplace,Detchd,1925,Unf,1,TA,TA,N,0,100,100,0,No Pool,GdPrv,None,0,6,2008,WD,Normal,83,58,3086,2846,184000
499,20,RL,65,7800,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,1967,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,89,TA,TA,PConc,TA,TA,No,ALQ,450,Unf,414,864,GasA,Ex,Y,SBrkr,899,0,899,1349,0,1,1,3,1,Gd,5,5,Typ,0,No Fireplace,Attchd,1967,Fin,1,TA,TA,Y,64,0,0,0,No Pool,MnPrv,None,0,6,2009,WD,Normal,42,5,2140,1763,130000
500,20,RL,70,7535,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1958,1985,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,111,LwQ,522,912,GasA,Fa,Y,SBrkr,912,0,912,1302,0,1,1.5,2,1,TA,5,5,Typ,0,No Fireplace,Attchd,1958,Fin,1,TA,TA,Y,12,285,285,0,No Pool,MnWw,Shed,480,6,2007,WD,Normal,49,22,2121,1824,120000
501,160,RM,21,1890,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsI,2Story,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,285,TA,TA,CBlock,TA,TA,No,BLQ,356,Unf,316,672,GasA,TA,Y,SBrkr,672,546,1218,1574,0,1.5,1.5,3,1,TA,6,7,Typ,0,No Fireplace,Detchd,1973,Unf,1,TA,TA,Y,144,28,28,0,No Pool,No Fence,None,0,5,2007,WD,Normal,34,34,2439,1890,113000
502,60,FV,75,9803,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,400,Unf,466,866,GasA,Gd,Y,SBrkr,866,902,1768,2168,0,2.5,2.5,3,1,Gd,7,7,Typ,0,No Fireplace,Attchd,2005,RFn,2,TA,TA,Y,0,108,108,0,No Pool,No Fence,None,0,2,2008,WD,Normal,3,3,3237,2634,226700
503,20,RL,70,9170,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Feedr,Norm,1Fam,1Story,5,1965,1965,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,TA,No,ALQ,698,GLQ,420,1214,GasA,Ex,Y,SBrkr,1214,0,1214,2008,1,1,2,2,1,TA,5,6,Typ,0,No Fireplace,Detchd,1965,Unf,2,Fa,Fa,Y,0,0,184,0,No Pool,GdPrv,Shed,400,4,2007,WD,Normal,42,42,2889,2428,140000
504,20,RL,100,15602,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,1959,1997,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,TA,TA,No,ALQ,1247,Unf,254,1501,GasA,TA,Y,SBrkr,1801,0,1801,3048,1,2,3,1,1,TA,5,6,Typ,2,TA,Attchd,1959,Fin,2,TA,TA,Y,0,54,215,0,No Pool,GdWo,None,0,3,2010,WD,Normal,51,13,3786,3302,289000
505,160,RL,24,2308,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,1974,1974,Gable,CompShg,Plywood,BrkComm,None,0,TA,TA,CBlock,TA,TA,No,ALQ,257,Rec,103,855,GasA,TA,Y,SBrkr,855,467,1322,2074,0,2.5,3,3,1,TA,8,6,Typ,1,Fa,Attchd,1974,Unf,2,TA,TA,Y,260,0,0,0,No Pool,No Fence,None,0,6,2009,WD,Normal,35,35,2617,2177,147000
506,90,RM,60,7596,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplx,2Story,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,360,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,960,960,GasA,Gd,Y,SBrkr,960,1000,1960,1960,0,2,2,4,2,TA,8,10,Typ,0,No Fireplace,Detchd,1952,Unf,2,TA,TA,N,0,0,0,0,No Pool,No Fence,None,0,7,2009,COD,Normal,57,57,3680,2920,124500
507,60,RL,80,9554,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,8,1993,1994,Gable,CompShg,VinylSd,VinylSd,BrkFace,125,Gd,TA,PConc,Gd,TA,No,GLQ,380,Unf,397,777,GasA,Ex,Y,SBrkr,1065,846,1911,2291,0,2.5,2.5,3,1,Gd,7,8,Typ,1,TA,Attchd,1993,RFn,2,TA,TA,Y,182,81,81,0,No Pool,No Fence,None,0,9,2006,WD,Normal,13,12,3284,2688,215000
508,20,FV,75,7862,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,GLQ,27,Unf,1191,1218,GasA,Ex,Y,SBrkr,1218,0,1218,1245,0,2,2,2,1,Gd,5,4,Typ,0,No Fireplace,Attchd,2009,Fin,2,TA,TA,Y,0,102,102,0,No Pool,No Fence,None,0,9,2009,New,Partial,0,0,3112,2436,208300
509,70,RM,60,9600,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0,TA,Ex,BrkTil,TA,TA,No,Rec,141,Unf,548,689,GasA,Ex,Y,SBrkr,689,689,1378,1519,0,2,2,3,1,Gd,6,7,Typ,1,Gd,Detchd,1928,Unf,2,TA,TA,N,0,0,116,0,No Pool,No Fence,None,0,10,2008,WD,Normal,80,3,2427,2067,161000
510,20,RL,80,9600,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Names,Norm,Norm,1Fam,1Story,5,1959,1959,Gable,CompShg,MetalSd,MetalSd,BrkFace,132,TA,TA,CBlock,TA,TA,No,ALQ,991,Unf,50,1041,GasA,Ex,Y,SBrkr,1041,0,1041,2032,1,1,2,3,1,TA,6,6,Typ,0,No Fireplace,Attchd,1959,RFn,1,TA,TA,Y,224,88,88,0,No Pool,MnPrv,None,0,7,2009,WD,Normal,50,50,2484,2082,124500
511,20,RL,75,14559,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1951,2000,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,70,Gd,TA,CBlock,TA,TA,No,BLQ,650,Rec,178,1008,GasA,Ex,Y,SBrkr,1363,0,1363,2193,1,1,2,2,1,TA,5,6,Min1,2,TA,CarPort,1951,Unf,1,TA,TA,Y,324,42,210,0,No Pool,No Fence,Shed,2000,6,2009,WD,Normal,58,9,2729,2371,164900
512,120,RL,40,6792,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,2005,2006,Gable,CompShg,VinylSd,VinylSd,Stone,94,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1368,1368,GasA,Ex,Y,SBrkr,1368,0,1368,1368,0,2,2,2,1,Gd,5,6,Typ,1,Gd,Attchd,2005,RFn,2,TA,TA,Y,132,35,35,0,No Pool,No Fence,None,0,3,2006,New,Partial,1,0,3304,2736,202665
513,20,RL,70,9100,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,Names,Feedr,Norm,1Fam,1Story,5,1958,1958,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,BLQ,521,LwQ,169,864,GasA,TA,Y,SBrkr,864,0,864,1559,1,1,2,3,1,TA,6,5,Typ,0,No Fireplace,Detchd,1964,Unf,2,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,7,2006,WD,Normal,48,48,2352,1728,129900
514,20,RL,71,9187,Pave,No Alley Access,Reg,Bnk,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,6,1983,1983,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,PConc,TA,TA,No,ALQ,336,Unf,748,1084,GasA,TA,Y,SBrkr,1080,0,1080,1416,0,1.5,1.5,3,1,TA,6,5,Typ,0,No Fireplace,Attchd,1983,Unf,2,TA,TA,Y,120,0,158,0,No Pool,No Fence,None,0,6,2007,WD,Normal,24,24,2648,2164,134000
515,45,RL,55,10594,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Unf,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,768,768,Grav,Fa,N,SBrkr,789,0,789,789,0,1,1,2,1,TA,4,5,Typ,0,No Fireplace,Detchd,1926,Unf,1,Po,Po,Y,0,0,112,0,No Pool,MnPrv,None,0,6,2007,WD,Normal,81,57,1757,1557,96500
516,20,RL,94,12220,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,2009,2009,Hip,CompShg,CemntBd,CemntBd,BrkFace,305,Ex,TA,CBlock,Ex,TA,No,GLQ,1436,Unf,570,2006,GasA,Ex,Y,SBrkr,2020,0,2020,3456,1,2.5,3.5,3,1,Ex,8,9,Typ,1,Gd,Attchd,2009,Fin,3,TA,TA,Y,156,54,54,0,No Pool,No Fence,None,0,9,2009,New,Partial,0,0,5231,4026,402861
517,80,RL,0,10448,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,333,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,689,689,GasA,TA,Y,SBrkr,1378,741,2119,2119,0,2.5,2.5,3,1,TA,7,7,Typ,1,TA,Attchd,1972,RFn,2,TA,TA,Y,0,104,104,0,No Pool,GdPrv,None,0,8,2009,COD,Abnorml,37,37,3724,2808,158000
518,60,RL,79,10208,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,921,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1264,1264,GasA,Ex,Y,SBrkr,1277,1067,2344,2344,0,2.5,2.5,3,1,Gd,7,7,Typ,1,TA,Attchd,1996,RFn,3,TA,TA,Y,220,0,0,0,No Pool,No Fence,None,0,7,2009,WD,Normal,13,12,5418,3608,265000
519,60,RL,0,9531,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,PConc,Gd,TA,Mn,GLQ,706,Unf,88,794,GasA,Ex,Y,SBrkr,882,914,1796,2502,1,2.5,3.5,3,1,TA,8,7,Typ,0,No Fireplace,Attchd,1998,RFn,2,TA,TA,Y,0,36,36,0,No Pool,MnPrv,None,0,5,2007,WD,Normal,9,9,3136,2590,211000
520,70,RL,53,10918,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,1926,2004,Gambrel,CompShg,MetalSd,MetalSd,None,0,Gd,TA,BrkTil,Gd,TA,No,Unf,0,Unf,1276,1276,GasA,Ex,Y,SBrkr,1276,804,2080,2080,0,1.5,1.5,3,1,Gd,6,9,Typ,2,Gd,Detchd,1926,Unf,1,TA,TA,Y,0,0,145,0,No Pool,MnPrv,None,0,6,2009,WD,Normal,83,5,3638,3356,234000
521,190,RL,60,10800,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2FmCon,2Story,4,1900,2000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,GasA,TA,N,FuseA,694,600,1294,1294,0,2,2,3,2,TA,7,7,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,N,220,114,324,0,No Pool,No Fence,None,0,8,2008,WD,Normal,108,8,1294,1294,106250
522,20,RL,90,11988,Pave,No Alley Access,IR1,Lvl,AllPub,Corner,Gtl,Names,Feedr,Norm,1Fam,1Story,6,1957,1957,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,CBlock,TA,TA,No,Rec,777,Unf,467,1244,GasA,Ex,Y,FuseA,1244,0,1244,2021,0,1.5,1.5,3,1,TA,6,6,Typ,2,Gd,Attchd,1957,Unf,1,TA,TA,Y,0,40,40,0,No Pool,No Fence,None,0,5,2007,WD,Normal,50,50,2824,2488,150000
523,50,RM,50,5000,Pave,No Alley Access,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,6,1947,1950,Gable,CompShg,CemntBd,CemntBd,None,0,TA,Gd,CBlock,TA,TA,No,ALQ,399,Unf,605,1004,GasA,Ex,Y,SBrkr,1004,660,1664,2063,0,2,2,3,1,TA,6,7,Typ,2,Gd,Detchd,1950,Unf,2,TA,TA,Y,0,24,60,0,No Pool,No Fence,None,0,10,2006,WD,Normal,59,56,3088,2668,159000
524,60,RL,130,40094,Pave,No Alley Access,IR1,Bnk,AllPub,Inside,Gtl,Edwards,PosN,PosN,1Fam,2Story,10,2007,2008,Hip,CompShg,CemntBd,CemntBd,Stone,762,Ex,TA,PConc,Ex,TA,Gd,GLQ,2260,Unf,878,3138,GasA,Ex,Y,SBrkr,3138,1538,4676,6936,1,3.5,4.5,3,1,Ex,9,11,Typ,1,Gd,BuiltIn,2007,Fin,3,TA,TA,Y,208,406,406,0,No Pool,No Fence,None,0,10,2007,New,Partial,0,-1,9460,7814,184750
525,60,RL,95,11787,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,7,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,594,Gd,TA,PConc,Gd,TA,No,GLQ,719,Unf,660,1379,GasA,Ex,Y,SBrkr,1383,1015,2398,3117,1,2.5,3.5,3,1,Gd,8,8,Typ,1,TA,Attchd,1996,Fin,3,TA,TA,Y,239,60,60,0,No Pool,No Fence,None,0,8,2007,WD,Normal,11,10,5205,3777,315750
526,20,FV,62,7500,Pave,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,1257,1257,GasA,Ex,Y,SBrkr,1266,0,1266,1266,0,2,2,3,1,Gd,6,6,Typ,1,TA,Attchd,2005,Unf,2,TA,TA,Y,38,144,144,0,No Pool,No Fence,None,0,4,2006,WD,Normal,1,1,2976,2523,176000
527,20,RL,70,13300,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1956,2000,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,Gd,TA,No,Rec,377,Unf,551,928,GasA,TA,Y,SBrkr,928,0,928,1305,0,1,1,2,1,TA,4,4,Typ,0,No Fireplace,Attchd,1956,Unf,1,TA,TA,Y,261,0,156,0,No Pool,No Fence,None,0,6,2007,WD,Normal,51,7,2108,1856,132000
528,60,RL,67,14948,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,268,Ex,TA,PConc,Ex,TA,Av,GLQ,1330,Unf,122,1452,GasA,Ex,Y,SBrkr,1476,1237,2713,4043,1,2.5,3.5,3,1,Ex,8,11,Typ,1,Gd,Attchd,2008,Fin,3,TA,TA,Y,126,66,66,0,No Pool,No Fence,None,0,11,2008,New,Partial,0,0,5291,4165,446261
529,30,RL,58,9098,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,1920,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,TA,TA,Mn,ALQ,348,Unf,180,528,GasA,Ex,Y,SBrkr,605,0,605,953,1,1,2,2,1,TA,5,5,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,N,0,0,144,0,No Pool,No Fence,None,0,7,2007,WD,Normal,87,5,1133,1133,86000
530,20,RL,0,32668,Pave,No Alley Access,IR1,Lvl,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,1957,1975,Hip,CompShg,Wd Sdng,Stone,None,0,Gd,TA,PConc,TA,TA,No,Rec,1219,Unf,816,2035,GasA,TA,Y,SBrkr,2515,0,2515,3734,1,3,4,4,2,TA,10,9,Maj1,2,TA,Attchd,1975,RFn,2,TA,TA,Y,0,0,200,0,No Pool,No Fence,None,0,3,2007,WD,Alloca,50,32,5034,4550,200624
531,80,RL,85,10200,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,SLvl,6,1988,1989,Gable,CompShg,HdBoard,HdBoard,BrkFace,219,Gd,TA,CBlock,Gd,TA,Av,GLQ,783,Unf,678,1461,GasA,Ex,Y,SBrkr,1509,0,1509,2292,1,2,3,3,1,Gd,7,5,Typ,1,Fa,Attchd,1988,RFn,2,TA,TA,Y,224,0,0,0,No Pool,No Fence,None,0,8,2008,WD,Abnorml,20,19,3789,2970,175000
532,70,RM,60,6155,Pave,No Alley Access,IR1,Lvl,AllPub,FR3,Gtl,BrkSide,RRNn,Feedr,1Fam,2Story,6,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,Fa,Fa,Mn,Unf,0,Unf,611,611,GasA,Ex,Y,SBrkr,751,611,1362,1362,0,2,2,3,1,TA,6,6,Typ,0,No Fireplace,Detchd,1920,Fin,2,TA,Fa,Y,0,0,84,0,No Pool,No Fence,None,0,6,2008,WD,Normal,88,9,2475,1973,128000
533,20,RL,60,7200,Pave,No Alley Access,Reg,Lvl,AllPub,Inside,Gtl,Names,Norm,Norm,1Fam,1Story,5,1955,2007,Gable,CompShg,VinylSd,VinylSd,None,0,TA,TA,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,GasA,Ex,Y,SBrkr,827,0,827,827,0,1,1,2,1,TA,4,5,Mod,1,Po,Detchd,1967,Unf,1,TA,TA,Y,0,0,0,0,No Pool,No Fence,None,0,4,2010,WD,Normal,55,3,1219,827,107500
534,20,RL,50,5000,Pave,No Alley Access,Reg,Low,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1Story,1,1946,1950,Gable,CompShg,VinylSd,VinylSd,None,0,Fa,Fa,Slab,No Basement,No Basement,No Basement,No Basement,0,No Basement,0,0,GasA,Fa,N,FuseF,334,0,334,334,0,1,1,1,1,Fa,3,2,Typ,0,No Fireplace,No Garage,2022,No Garage,0,No Garage,No Garage,N,0,0,0,0,No Pool,No Fence,None,0,1,2007,WD,Normal,61,57,334,334,39300
535,60,RL,74,9056,Pave,No Alley Access,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,Av,Unf,0,Unf,707,707,GasA,Ex,Y,SBrkr,707,707,1414,1414,0,2.5,2.5,3,1,Gd,7,6,Typ,1,Gd,Attchd,2004,Fin,2,TA,TA,Y,100,35,35,0,No Pool,No Fence,None,0,10,2006,WD,Normal,2,2,2524,2121,178000
